"name","rank","industry","headquarters_state","year","headquarters_city","revenue_percent_change","profits_percent_change","total_shareholder_equity","profit_percent_sales","profit_percent_assets","profit_percent_shareholder_equity","stockholders_equity","profit_as_a_percent_of_sales","profit_as_a_percent_of_assets","profit_as_a_percent_of_shareholder_equity","gained_in_rank","dropped_in_rank","newcomer","profitable","founder_is_ceo","foreign_born_ceo","female_ceo","growth_in_jobs","sector","employees","newcomer_to_the_fortune_500","global_500","best_companies","worlds_most_admired_companies","change_the_world","fastest_growing_companies","change_in_rank_full_1000","change_in_rank_500_only","measure_up","measure_up_rank","profit_mil","asset_mil","revenue_mil","market_value_mil"
"Levi Strauss Associates",198,"Apparel","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6707.6,
"Lincoln National Corporation",199,"Insurance: Life, Health (Stock)","IN",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6633.3,
"United Services Automobile Association",200,"Insurance: Property and Casualty (Stock)","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6610.9,
"R.R. Donnelley & Sons",201,"Publishing, Printing","IL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511.8,
"American General Corporation",202,"Diversified Financials","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6495,
"Unisys Corporation",203,"Computer And Data Services","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6460.4,
"Consolidated Edison Company of New York, Inc.",204,"Utilities: Gas and Electric","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6401.5,
"PNC Bank Corp.",205,"Commercial Banks","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6389.5,
"The Quaker Oats Company",206,"Food","IL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6365.2,
"ITT Corporation",207,"Hotels, Casinos, Resorts","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6346,
"Navistar International Corporation",208,"Motor Vehicles & Parts","IL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6342,
"Entergy Corporation",209,"Utilities: Gas and Electric","LA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6274.4,
"Burlington Northern Santa Fe, Corp.",210,"Railroads","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6183,
"Guardian Life Insurance Co. of America",211,"Insurance: Life, Health (Mutual)","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6172.3,
"Public Service Enterprise Group, Inc.",212,"Utilities: Gas and Electric","NJ",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6164.2,
"Transamerica Corporation",213,"Insurance: Life, Health (Stock)","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6101.1,
"Dillard Department Stores, Inc.",214,"General Merchandisers","AR",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6097.1,
"Chubb Corporation",215,"Insurance: Property and Casualty (Stock)","NJ",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6089.2,
"KeyCorp",216,"Commercial Banks","OH",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6054,
"Associated Insurance Companies,Inc.",217,"Insurance: Life, Health (Stock)","IN",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6037.5,
"Halliburton Company",218,"Engineering & Construction","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5951.3,
"Microsoft Corporation",219,"Computer And Data Services","WA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5937,
"Arrow Electronics",220,"Wholesalers","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5919.4,
"American Brands, Inc.",221,"Tobacco","CT",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5904.9,
"Sun Microsystems, Inc.",222,"Computers, Office Equipment","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5901.9,
"Union Carbide Corporation",223,"Chemicals","CT",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5888,
"John Hancock Mutual Life Insurance Company",224,"Insurance: Life, Health (Mutual)","MA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5845.5,
"Tandy Corporation",225,"Specialty Retailers","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5839.1,
"Continental Airlines, Inc.",226,"Airlines","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5825,
"Merisel, Inc.",227,"Wholesalers","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5801.8,
"W.R. Grace & Co.",228,"Chemicals","FL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5784.2,
"Browning-Ferris Industries, Inc.",229,"Waste Management","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5779.4,
"Ingersoll-Rand Company",230,"Industrial and Farm Equipment","NJ",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5729,
"American Electric Power Company, Inc.",231,"Utilities: Gas and Electric","OH",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5670.3,
"United HealthCare Corporation",232,"Health Care","MN",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5670,
"Texas Utilities Company",233,"Utilities: Gas and Electric","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5638.7,
"Dresser Industries, Inc.",234,"Industrial and Farm Equipment","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5628.7,
"ARAMARK Corporation",235,"Food Services","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600.6,
"FPL Group, Inc.",236,"Utilities: Gas and Electric","FL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5592.5,
"Circuit City Stores, Inc.",237,"Specialty Retailers","VA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5582.9,
"The Black & Decker Corporation",238,"Industrial and Farm Equipment","MD",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5566.2,
"Tyson Foods, Inc.",239,"Food","AR",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5511.2,
"Loral Corporation",240,"Electronics, Electrical Equipment","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5484.4,
"Manpower Inc.",241,"Temporary Help","WI",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5484.2,
"Dun & Bradstreet Corporation (The)",242,"Computer And Data Services","CT",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5415.1,
"Bank of Boston Corporation",243,"Commercial Banks","MA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5410.6,
"The St. Paul Companies, Inc.",244,"Insurance: Property and Casualty (Stock)","MN",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5409.6,
"Wells Fargo & Company",245,"Commercial Banks","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5409,
"Corning, Inc.",246,"Building Materials, Glass","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5346.1,
"The Bank of New York Company",247,"Commercial Banks","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5327,
"Paine Webber Group, Inc.",248,"X Brokerage","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5320.1,
"Office Depot, Inc.",249,"Specialty Retailers","FL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5313.2,
"Dell Computer Corporation",250,"Computers, Office Equipment","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5296,
"Consolidated Freightways, Inc.",251,"Trucking","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5281.1,
"Genuine Parts Company",252,"Wholesalers","GA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5261.9,
"Cummins Engine Company, Inc.",253,"Industrial and Farm Equipment","IN",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245,
"AMP , Inc.",254,"Electronics, Electrical Equipment","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5227.2,
"American Standard Companies, Inc.",255,"Industrial and Farm Equipment","NJ",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5221.5,
"The Mead Corporation",256,"Forest and Paper Products","OH",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5179.4,
"FoxMeyer Health Corporation",257,"Wholesalers","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5177.1,
"Ryder System",258,"Automotive Retailing, Services","FL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5167.4,
"Schering-Plough Corporation",259,"Pharmaceuticals","NJ",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5150.6,
"Household International, Inc.",260,"Diversified Financials","IL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5144.4,
"Case Corporation",261,"Industrial and Farm Equipment","WI",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5105,
"Best Buy Co. Inc.",262,"Specialty Retailers","MN",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5079.6,
"The Vons Companies, Inc.",263,"Food & Drug Stores","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5070.7,
"VF Corporation",264,"Apparel","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5062.3,
"Boise Cascade Corporation",265,"Forest and Paper Products","ID",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5057.7,
"Crown Cork & Seal Company, Inc.",266,"Metal Products","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5053.8,
"Eastman Chemical Company",267,"Chemicals","TN",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040,
"Eckerd Corporation",268,"Food & Drug Stores","FL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997.1,
"PanEnergy Corp.",269,"Pipelines","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4967.5,
"Lyondell Petrochemical Company",270,"Chemicals","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4936,
"Cooper Industries, Inc.",271,"Electronics, Electrical Equipment","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4885.9,
"Bethlehem Steel Corporation",272,"Metals","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4867.5,
"Paccar Inc.",273,"Motor Vehicles & Parts","WA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4848.2,
"First Interstate Bancorp",274,"Commercial Banks","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4827.5,
"Inland Steel Industries, Inc.",275,"Metals","IL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4781.5,
"Masco",276,"Metal Products","MI",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4779,
"Nike, Inc.",277,"Wholesalers","OR",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760.8,
"Lear Seating Corporation",278,"Motor Vehicles & Parts","MI",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4714.4,
"Humana, Inc.",279,"Health Care","KY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702,
"Duke Power Company",280,"Utilities: Gas and Electric","NC",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4676.7,
"Bindley Western Industries",281,"Wholesalers","IN",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4672.5,
"AmeriSource Health Corporation",282,"Wholesalers","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4668.9,
"Norfolk Southern Corporation",283,"Railroads","VA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4668,
"Thrifty Payless Holdings, Inc.",284,"Food & Drug Stores","OR",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4658.8,
"Dominion Resources, Inc.",285,"Utilities: Gas and Electric","VA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4651.7,
"FMC Corporation",286,"Chemicals","IL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4566.6,
"Seagate Technology, Inc.",287,"Computers, Office Equipment","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4539.6,
"Tyco International Ltd.",288,"Metal Products","NH",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4534.7,
"Rite Aid Corporation",289,"Food & Drug Stores","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4533.9,
"Mellon Bank Corporation",290,"Commercial Banks","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4514,
"Avon Products, Inc.",291,"Soaps, Cosmetics","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4492.1,
"Berkshire Hathaway, Inc.",292,"Diversified Financials","NE",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4487.7,
"The TJX Companies, Inc.",293,"Specialty Retailers","MA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4447.5,
"Revco D.S., Inc.",294,"Food & Drug Stores","OH",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4431.9,
"H.F. Ahmanson",295,"Savings Institutions","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4397.5,
"The Gap, Inc.",296,"Specialty Retailers","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4395.3,
"Houston Industries Incorporated",297,"Utilities: Gas and Electric","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4388.4,
"Avnet",298,"Wholesalers","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300,
"The LTV Corporation",299,"Metals","OH",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4283.2,
"Union Camp Corporation",300,"Forest and Paper Products","NJ",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4211.7,
"PECO Energy Company",301,"Utilities: Gas and Electric","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4186.2,
"Phelps Dodge Corporation",302,"Metals","AZ",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4185.4,
"Supermarkets General Holdings Corporation",303,"Food & Drug Stores","NJ",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4182.1,
"Dole Food Company, Inc.",304,"Food","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4152.8,
"Illinois Tool Works, Inc.",305,"Metal Products","IL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4152.2,
"Mutual of Omaha Insurance Companies",306,"Insurance: Life, Health (Mutual)","NE",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4134.3,
"Unum Corp.",307,"Insurance: Life, Health (Stock)","ME",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4122.9,
"The Stop & Shop Companies, Inc.",308,"Food & Drug Stores","MA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4116.1,
"Nordstrom, Inc.",309,"General Merchandisers","WA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4113.5,
"Jefferson Smurfit Corporation",310,"Forest and Paper Products","MO",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093,
"First Data Corporation",311,"Computer And Data Services","NJ",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4081.2,
"Chiquita Brands International, Inc.",312,"Food","OH",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4026.6,
"Service Merchandise Company, Inc.",313,"Specialty Retailers","TN",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4018.5,
"Gannett Company, Inc.",314,"Publishing, Printing","VA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4006.7,
"Waban, Inc.",315,"Specialty Retailers","MA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3978.4,
"Niagara Mohawk Power Corporation",316,"Utilities: Gas and Electric","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917.3,
"Student Loan Marketing Association",317,"Diversified Financials","DC",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3916.6,
"FHP International Corporation",318,"Health Care","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3909.4,
"Air Products & Chemicals, Inc.",319,"Chemicals","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3891,
"CMS Energy Corporation",320,"Utilities: Gas and Electric","MI",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3890,
"Rohm & Haas Company",321,"Chemicals","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3884,
"Willamette Industries, Inc.",322,"Forest and Paper Products","OR",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3873.6,
"Pitney Bowes, Inc.",323,"Computers, Office Equipment","CT",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3861.2,
"General Public Utilities Corporation",324,"Utilities: Gas and Electric","NJ",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804.7,
"Marsh & McLennan Companies, Inc.",325,"Diversified Financials","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3770.3,
"Owens-Illinois, Inc.",326,"Building Materials, Glass","OH",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3763.2,
"Wachovia Corporation",327,"Commercial Banks","NC",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3755.4,
"The Bear Stearns Companies, Inc.",328,"X Brokerage","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3753.6,
"Northeast Utilities Service Company",329,"Utilities: Gas and Electric","CT",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3749,
"Dover Corporation",330,"Industrial and Farm Equipment","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3745.9,
"SunTrust Banks, Inc.",331,"Commercial Banks","GA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3740.3,
"Central & South West Corporation",332,"Utilities: Gas and Electric","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3735,
"PacifiCare Health Systems, Inc.",333,"Health Care","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3731,
"Safeco Corporation",334,"Insurance: Property and Casualty (Stock)","WA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3722.7,
"Giant Food, Inc.",335,"Food & Drug Stores","MD",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3695.6,
"Hershey Foods Corporation",336,"Food","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3690.7,
"Conrail Inc.",337,"Railroads","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3686,
"Barnett Banks, Inc.",338,"Commercial Banks","FL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3680,
"Gateway 2000, Inc.",339,"Computers, Office Equipment","SD",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3676.3,
"NGC Corporation",340,"Pipelines","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3665.9,
"WorldCom, Inc.",341,"Telecommunications","MS",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640,
"Mattel, Inc.",342,"Toys, Sporting Goods","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3638.8,
"DTE Energy Company",343,"Utilities: Gas and Electric","MI",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3635.5,
"American Financial Group",344,"Insurance: Property and Casualty (Stock)","OH",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3629.6,
"Owens-Corning",345,"Building Materials, Glass","OH",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3612,
"The Dial Corp.",346,"Soaps, Cosmetics","AZ",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3575.1,
"Premark International, Inc.",347,"Rubber and Plastic Products","IL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3573.6,
"The Circle K Corporation",348,"Food & Drug Stores","AZ",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3565.6,
"Great Western Financial Corporation",349,"Savings Institutions","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3556.4,
"General Dynamics Corporation",350,"Aerospace & Defense","VA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3544,
"The Penn Traffic Company",351,"Food & Drug Stores","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3536.6,
"U.S. Healthcare, Inc.",352,"Health Care","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3517.8,
"Food 4 Less Holdings, Inc.",353,"Food & Drug Stores","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3494,
"The Times Mirror Company",354,"Publishing, Printing","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491,
"Reebok International Ltd.",355,"Wholesalers","MA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3481.5,
"Harris Corporation",356,"Electronics, Electrical Equipment","FL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3480.9,
"Intelligent Electronics, Inc.",357,"Wholesalers","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3474.6,
"Aon Corporation",358,"Insurance: Life, Health (Stock)","IL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3465.7,
"Nucor Corporation",359,"Metals","NC",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3462,
"Temple-Inland, Inc.",360,"Forest and Paper Products","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3460,
"USF&G Corporation",361,"Insurance: Property and Casualty (Stock)","MD",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458.8,
"National City Corporation",362,"Commercial Banks","OH",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3449.9,
"Turner Broadcasting System, Inc.",363,"Entertainment","GA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3437,
"Fred Meyer, Inc.",364,"General Merchandisers","OR",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3428.7,
"PacifiCorp",365,"Utilities: Gas and Electric","OR",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400.9,
"Providian Corporation",366,"Insurance: Life, Health (Stock)","KY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3388,
"Computer Sciences Corporation",367,"Computer And Data Services","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3372.5,
"Quantum Corporation",368,"Computers, Office Equipment","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3368,
"Comcast Corporation",369,"Telecommunications","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3362.9,
"Morton International, Inc.",370,"Chemicals","IL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3354.9,
"First Bank System, Inc.",371,"Commercial Banks","MN",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3328.3,
"Litton Industries, Inc.",372,"Electronics, Electrical Equipment","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3319.7,
"Tenet Healthcare Corp.",373,"Health Care","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3318,
"Trans World Airlines, Inc.",374,"Airlines","MO",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3316.8,
"MAPCO, Inc.",375,"Petroleum Refining","OK",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310,
"Consolidated Natural Gas Company",376,"Utilities: Gas and Electric","PA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3307.3,
"Westvaco Corporation",377,"Forest and Paper Products","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3302.7,
"The Turner Corporation",378,"Engineering & Construction","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3281.5,
"Universal Corporation",379,"Tobacco","VA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3280.9,
"Centex Corporation",380,"Engineering & Construction","TX",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3277.5,
"W.W. Grainger, Inc.",381,"Wholesalers","IL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3276.9,
"The Sherwin-Williams Company",382,"Chemicals","OH",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3273.8,
"Harcourt General, Inc.",383,"General Merchandisers","MA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3241.9,
"Allmerica Financial",384,"Insurance: Property and Casualty (Stock)","MA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3238.9,
"Beverly Enterprises, Inc.",385,"Health Care","AR",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3228.6,
"Parker Hannifin Corporation",386,"Industrial and Farm Equipment","OH",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3214.4,
"Cyprus Amax Minerals Company",387,"Mining, Crude-Oil Production","CO",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3207,
"ServiceMaster",388,"zMiscellaneous","IL",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3202.5,
"Asarco, Inc.",389,"Mining, Crude-Oil Production","NY",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197.8,
"Pacific Mutual Life Insurance",390,"Insurance: Life, Health (Mutual)","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160.5,
"Southern Pacific Rail Corporation",391,"Railroads","CA",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3151.3,
"Olin Corporation",399,"Food & Drug Stores","UT",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3083.7,
"Praxair, Inc.",393,"Chemicals","CT",1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3146,
